Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;14-6-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-6-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;10-6-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;canada;8-6-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;canada;8-6-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;2-6-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;2-6-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;2-6-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;26-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;26-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;26-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;25-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;25-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;25-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;25-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;25-5-2022
border rejection;metal particles;metal fragment > metal particles;vietnam;17-5-2022
border rejection;2-chloroethanol;pesticides > organochlorine > 2-chloroethanol;india;16-5-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;10-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;10-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;10-5-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;9-5-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;4-5-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;4-5-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;3-5-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;3-5-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;3-5-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;syria;29-4-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;syria;29-4-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;syria;29-4-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;syria;29-4-2022
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;28-4-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;25-4-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;argentina;21-4-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;18-4-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;13-4-2022
border rejection;acids;adulteration (ema) > addition > preservatives > acids;myanmar;8-4-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;30-3-2022
border rejection;pesticides;pesticides;guatemala;30-3-2022
border rejection;pesticides;pesticides;guatemala;30-3-2022
border rejection;salmonella bareilly;pathogen > pathogenic bacteria > salmonella > salmonella bareilly;india;29-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;21-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;21-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;21-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;21-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-3-2022
border rejection;improper conditions;poor or insufficient controls > improper conditions;india;3-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-3-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-3-2022
border rejection;improper conditions;poor or insufficient controls > improper conditions;india;3-3-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;25-2-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;24-2-2022
border rejection;salmonella mbandaka;pathogen > pathogenic bacteria > salmonella > salmonella mbandaka;india;15-2-2022
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;15-2-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;8-2-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;3-2-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united kingdom;1-2-2022
border rejection;poor hygienic state, salmonella;poor or insufficient controls > poor hygienic state, pathogen > pathogenic bacteria > salmonella;turkey;26-1-2022
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;26-1-2022
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;25-1-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;greece;21-1-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;greece;21-1-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;greece;21-1-2022
border rejection;pesticides;pesticides;india;18-1-2022
border rejection;pesticides;pesticides;india;18-1-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;13-1-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-1-2022
alert;aflatoxin b1, bacillus cereus, aflatoxin;mycotoxin > aflatoxin > aflatoxin b1, pathogen > pathogenic bacteria > bacillus spp. > bacillus cereus, mycotoxin > aflatoxin;togo;7-1-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;netherlands;5-1-2022
border rejection;unauthorised ingredient, unauthorised ingredient (fraud);composition > unauthorised ingredient, unauthorised ingredient (fraud);netherlands;5-1-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;netherlands;5-1-2022
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-12-2021
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;27-12-2021
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;22-12-2021
border rejection;iron;heavy metals > iron;south korea;21-12-2021
border rejection;misbranding;labelling/misdescription > misbranding;netherlands;20-12-2021
border rejection;misbranding;labelling/misdescription > misbranding;netherlands;20-12-2021
border rejection;pesticides;pesticides;india;16-12-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;9-12-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-12-2021
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;india;6-12-2021
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;3-12-2021
border rejection;absence of health certificate(s), absence of certified analytical report;smuggling > health certificate issues > absence of health certificate(s), other not classified fraud hazards > absence of certified analytical report;uganda;3-12-2021
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;3-12-2021
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;3-12-2021
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;3-12-2021
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;3-12-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-12-2021
border rejection;missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;poland;1-12-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-11-2021
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;20-11-2021
border rejection;pesticides;pesticides;mexico;17-11-2021
border rejection;pesticides;pesticides;mexico;17-11-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;15-11-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;15-11-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;15-11-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;15-11-2021
border rejection;pesticides;pesticides;mexico;10-11-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-11-2021
border rejection;unauthorised substance ethylene oxide, chlorpyrifos, malathion, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, pesticides > organophosphate > chlorpyrifos, pesticides > organophosphate > malathion, unauthorised ingredient (fraud);india;2-11-2021
border rejection;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;2-11-2021
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;28-10-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;iraq;28-10-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;iraq;28-10-2021
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;tanzania;22-10-2021
border rejection;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;20-10-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;19-10-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;sierra leone;18-10-2021
border rejection;pesticides;pesticides;mexico;13-10-2021
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;8-10-2021
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;iraq;7-10-2021
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;netherlands;7-10-2021
